OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-KP01,Keeling Park 01,Lake,,,,,,,39.1212770000,-122.8555410000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LA-03,UC Davis Site in middle of lake: Lower Arm 03,Lake,,,,,,,38.9830000000,-122.7170000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LC01,Lily Cove 01,Lake,,,,,,,38.5850000000,-122.4122000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LPTNT,Old Lakeport TNT Restaurant at boat launch,Lake,,,,,,,39.0424000000,-122.9139000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LS,"North Lakeport, Lakeshore at Pit Stop Restaurant Marina",Lake,,,,,,,39.0837000000,-122.9033000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LS2,Lake Shore adjacent to new TNT Restaurant on shoreline,Lake,,,,,,,39.0638880000,-122.9136110000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-LUC01,Lucerne Harbor Park 01,Lake,,,,,,,39.0896960000,-122.7961150000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-M1,Boat Ramp of Big Valley Rancheria Marina,Lake,,,,,,,39.0221000000,-122.8878000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-M2,East Corner  of Big Valley Rancheria Marina,Lake,,,,,,,39.0219822200,-122.8876000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-M3,Solar Bee of Big Valley Rancheria Marina,Lake,,,,,,,39.0226000000,-122.8886000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-M4,West Corner of Big Valley Rancheria Marina,Lake,,,,,,,39.0219000000,-122.8889761000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-M5,Puddle that forms on Mission Rancheria at hotel turn in which drains into the lake,Land Runoff,,,,,,,39.0219000000,-122.8875000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MC1,Manning Creek at Soda Bay Rd.,River/Stream,,,,,,,39.0112900000,-122.9004000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MC2,Manning Creek at Granite bridge on HWY175,River/Stream,,,,,,,38.9951630000,-122.9324260000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MCC1,McGaugh Slough Soda Bay Rd.,River/Stream,,,,,,,39.0150900000,-122.8616000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MNCA,Post Fire Sampling Manning Creek Granite Construction Downstream,River/Stream,,,,,,,38.9951630000,-122.9324260000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MNCB,Post Fire Sampling Manning Creek at Soda Bay Rd. Downstream,River/Stream,,,,,,,39.0112900000,-122.9004000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MW 1,Well 1-200 Ft. south of Soda Bay Rd. and 200 Ft. west of water plant rd. entrance,Well,,,,,,,39.0116800000,-122.8926000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MW 2,Well 2-300 Ft. east of production well adjacent to Soda Bay Rd.,Well,,,,,,,39.0144800000,-122.8900000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MW 3,Well 3-200 Ft. east of Pond 1 next to water plant rd.,Well,,,,,,,39.0132800000,-122.8917000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-MW 4,Well 4-100 Ft. east of Soda Bay Rd. behind 540 Yellowhammer Rd.,Well,,,,,,,39.0124100000,-122.8898000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-NBPRSC,Stormwater from nutrient buffer pond into Rumsey Slough,"Pipe, Unspecified Source",,,,,,,39.0150013900,-122.8905789000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-NR-02,UC Davis Site in middle of lake: Narrows 02,Lake,,,,,,,39.0280000000,-122.7170000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-OA-04,UC Davis Site in middl of lake: Oaks Arm 04,Lake,,,,,,,39.0127000000,-122.6990000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-PA,Pond A  Treated Effluents at WWTP,Pond-Wastewater,,18020116,,,,,39.0120700000,-122.8904000000,,,,GPS-Unspecified,NAD83,,,,,,,US,,,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-PB,Pond B Treated Effluents at WWTP,Pond-Wastewater,,18020116,,,,,39.0128500000,-122.8902000000,,,,GPS-Unspecified,NAD83,,,,,,,US,,,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-PC1,"Putah Creek-Adjacent to 21577 Yankee Valley Rd., Hidden Valley",River/Stream,,,,,,,38.7804000000,-122.5179000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-PL,Pre-Leach,Waste Sewer,,18020116,,,,,39.0116100000,-122.8898000000,,,,GPS-Unspecified,NAD83,,,,,,,US,,,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-RED01,Redbud Park 01,Lake,,,,,,,38.5654000000,-122.3816000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-RODS,Rodman Slough,Lake,,,,,,,39.1183000000,-122.8865810000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-RP,Richmond Park on the beach,Lake,,18020116,,,,,38.9629000000,-122.7311000000,,,,GPS-Unspecified,NAD83,,,,,,,US,,,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-RSTCC,Rumsey Slough Thompson Creek Culvert (outflow from BVRTCC),"Pipe, Unspecified Source",,,,,,,39.0147200000,-122.8905600000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SBMMEL01,Sulphur Bank Mercury Mine 01,Lake,,,,,,,38.9998600000,-122.6172000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SC01,Schindler Creek 01,River/Stream,,,,,,,39.0219353100,-122.6671753200,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SC1,Seasonal Creek at Soda Bay Rd. across from Redi-Mix,River/Stream,,,,,,,39.0114420000,-122.9068080000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SHADY01,Shady Acres Campground now called Clearlake Campground,Lake,,,,,,,38.9254670000,-122.6165990000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SHC1,"Saint Helena Creek Hilderbrand Dr. bridge, Middletown",River/Stream,,,,,,,38.7045500000,-122.6037000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-SW,Source/Production Well 50 Ft. north of Soda Bay Rd. at the confluence of Old Soda Bay Rd. and new Soda Bay Rd.,Well,,,,,,,39.0117000000,-122.8939000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-TC1,Thompson Creek at Big Valley Rd,River/Stream,,,,,,,39.0100300000,-122.8944000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-UA-01,UC Davis Site in middle of lake: Upper Arm 01,Lake,,,,,,,39.0240000000,-122.7880000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-UA-06,UC Davis Site in middle of lake: Upper Arm 06,Lake,,,,,,,39.0610000000,-122.8170000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-UA-07,UC Davis Site in middle of lake: Upper Arm 07,Lake,,,,,,,39.0610000000,-122.8730000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-UA-08,UC Davis Site in middle of lake: Upper Arm 08,Lake,,,,,,,39.0940000000,-122.8470000000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-UBL,Upper Blue Lakes,Lake,,,,,,,39.1700389000,-123.0077778000,,,,GPS-Unspecified,OTHER,,,,,,,US,06,033,,,,,,,,,STORET
